time_of_day,day_of_week,vehicle_count_north,vehicle_count_south,vehicle_count_east,vehicle_count_west,green_light_north,green_light_south,green_light_east,green_light_west,yellow_light_north,yellow_light_south,yellow_light_east,yellow_light_west,red_light_north,red_light_south,red_light_east,red_light_west
15,5,59,82,98,65,65.75757575757575,79.69696969696969,89.3939393939394,69.39393939393939,5,5,5,5,-189.24242424242425,-189.24242424242425,-189.24242424242425,-189.24242424242425
20,3,38,50,90,35,53.03030303030303,60.303030303030305,84.54545454545455,51.21212121212121,5,5,5,5,-134.0909090909091,-134.0909090909091,-134.0909090909091,-134.09090909090912
6,3,73,2,89,53,74.24242424242425,31.21212121212121,83.93939393939394,62.121212121212125,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
3,4,88,41,77,25,83.33333333333333,54.848484848484844,76.66666666666666,45.151515151515156,5,5,5,5,-145.0,-145.0,-145.0,-145.0
0,1,17,18,16,74,40.303030303030305,40.90909090909091,39.696969696969695,74.84848484848484,5,5,5,5,-80.75757575757575,-80.75757575757575,-80.75757575757575,-80.75757575757575
4,3,18,72,17,71,40.90909090909091,73.63636363636364,40.303030303030305,73.03030303030303,5,5,5,5,-112.87878787878788,-112.87878787878788,-112.8787878787879,-112.87878787878788
22,7,35,27,44,39,51.21212121212121,46.36363636363636,56.666666666666664,53.63636363636364,5,5,5,5,-92.87878787878788,-92.87878787878788,-92.87878787878788,-92.87878787878785
9,3,73,83,92,42,74.24242424242425,80.3030303030303,85.75757575757575,55.45454545454545,5,5,5,5,-180.75757575757575,-180.75757575757575,-180.75757575757575,-180.75757575757575
21,6,96,44,83,21,88.18181818181819,56.666666666666664,80.3030303030303,42.72727272727273,5,5,5,5,-152.87878787878788,-152.87878787878788,-152.87878787878788,-152.87878787878788
4,2,54,70,52,19,62.72727272727273,72.42424242424242,61.515151515151516,41.515151515151516,5,5,5,5,-123.18181818181813,-123.18181818181819,-123.18181818181819,-123.18181818181819
3,7,68,77,90,7,71.21212121212122,76.66666666666666,84.54545454545455,34.24242424242424,5,5,5,5,-151.66666666666669,-151.66666666666669,-151.66666666666663,-151.66666666666669
1,7,46,62,81,28,57.878787878787875,67.57575757575758,79.0909090909091,46.96969696969697,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
19,6,48,72,67,39,59.09090909090909,73.63636363636364,70.60606060606061,53.63636363636364,5,5,5,5,-141.969696969697,-141.969696969697,-141.96969696969694,-141.969696969697
9,6,98,18,64,89,89.3939393939394,40.90909090909091,68.78787878787878,83.93939393939394,5,5,5,5,-168.030303030303,-168.030303030303,-168.030303030303,-168.030303030303
18,5,97,46,0,29,88.78787878787878,57.878787878787875,30.0,47.57575757575758,5,5,5,5,-109.24242424242425,-109.24242424242425,-109.24242424242425,-109.24242424242425
0,1,32,13,57,80,49.39393939393939,37.87878787878788,64.54545454545455,78.48484848484848,5,5,5,5,-115.30303030303031,-115.30303030303031,-115.30303030303031,-115.30303030303031
23,2,20,37,25,83,42.121212121212125,52.42424242424242,45.151515151515156,80.3030303030303,5,5,5,5,-105.0,-105.0,-105.0,-105.0
4,4,80,52,19,54,78.48484848484848,61.515151515151516,41.515151515151516,62.72727272727273,5,5,5,5,-129.24242424242422,-129.24242424242422,-129.24242424242422,-129.2424242424242
12,7,21,60,86,15,42.72727272727273,66.36363636363637,82.12121212121212,39.09090909090909,5,5,5,5,-115.30303030303031,-115.30303030303031,-115.30303030303031,-115.30303030303031
3,4,47,35,9,45,58.484848484848484,51.21212121212121,35.45454545454545,57.27272727272727,5,5,5,5,-87.42424242424241,-87.42424242424241,-87.42424242424244,-87.42424242424244
15,3,36,39,58,61,51.81818181818182,53.63636363636364,65.15151515151516,66.96969696969697,5,5,5,5,-122.57575757575759,-122.57575757575759,-122.57575757575759,-122.57575757575759
23,3,14,80,74,6,38.484848484848484,78.48484848484848,74.84848484848484,33.63636363636364,5,5,5,5,-110.45454545454544,-110.45454545454544,-110.45454545454544,-110.45454545454547
15,4,34,29,40,79,50.60606060606061,47.57575757575758,54.24242424242424,77.87878787878788,5,5,5,5,-115.30303030303031,-115.30303030303031,-115.30303030303031,-115.30303030303031
22,3,91,8,4,44,85.15151515151516,34.84848484848485,32.42424242424242,56.666666666666664,5,5,5,5,-94.0909090909091,-94.0909090909091,-94.0909090909091,-94.09090909090907
1,1,70,63,64,58,72.42424242424242,68.18181818181819,68.78787878787878,65.15151515151516,5,5,5,5,-159.54545454545456,-159.54545454545456,-159.5454545454545,-159.5454545454545
16,6,31,32,16,55,48.78787878787879,49.39393939393939,39.696969696969695,63.333333333333336,5,5,5,5,-86.21212121212122,-86.21212121212122,-86.21212121212122,-86.21212121212119
19,3,10,51,21,47,36.06060606060606,60.90909090909091,42.72727272727273,58.484848484848484,5,5,5,5,-83.18181818181819,-83.18181818181819,-83.18181818181819,-83.18181818181816
23,5,9,88,97,26,35.45454545454545,83.33333333333333,88.78787878787878,45.75757575757576,5,5,5,5,-138.33333333333331,-138.33333333333331,-138.33333333333331,-138.33333333333337
11,3,72,13,40,52,73.63636363636364,37.87878787878788,54.24242424242424,61.515151515151516,5,5,5,5,-112.27272727272731,-112.27272727272731,-112.27272727272725,-112.27272727272728
17,2,77,74,92,86,76.66666666666666,74.84848484848484,85.75757575757575,82.12121212121212,5,5,5,5,-204.39393939393938,-204.39393939393938,-204.39393939393938,-204.39393939393938
2,1,76,52,67,87,76.06060606060606,61.515151515151516,70.60606060606061,82.72727272727272,5,5,5,5,-175.90909090909088,-175.90909090909088,-175.90909090909088,-175.90909090909093
0,2,56,98,68,72,63.93939393939394,89.3939393939394,71.21212121212122,73.63636363636364,5,5,5,5,-183.1818181818182,-183.1818181818182,-183.1818181818182,-183.1818181818182
0,2,24,58,10,34,44.54545454545455,65.15151515151516,36.06060606060606,50.60606060606061,5,5,5,5,-81.36363636363637,-81.36363636363637,-81.36363636363637,-81.36363636363637
18,5,1,77,55,50,30.606060606060606,76.66666666666666,63.333333333333336,60.303030303030305,5,5,5,5,-115.9090909090909,-115.9090909090909,-115.90909090909093,-115.9090909090909
10,1,63,93,50,83,68.18181818181819,86.36363636363637,60.303030303030305,80.3030303030303,5,5,5,5,-180.15151515151518,-180.15151515151518,-180.15151515151518,-180.15151515151518
4,1,34,40,20,36,50.60606060606061,54.24242424242424,42.121212121212125,51.81818181818182,5,5,5,5,-83.78787878787878,-83.78787878787878,-83.78787878787878,-83.78787878787881
11,1,6,67,98,80,33.63636363636364,70.60606060606061,89.3939393939394,78.48484848484848,5,5,5,5,-157.12121212121212,-157.12121212121212,-157.12121212121218,-157.12121212121212
2,1,84,67,75,94,80.9090909090909,70.60606060606061,75.45454545454545,86.96969696969697,5,5,5,5,-198.93939393939388,-198.93939393939388,-198.939393939394,-198.93939393939394
0,1,17,91,25,56,40.303030303030305,85.15151515151516,45.151515151515156,63.93939393939394,5,5,5,5,-119.54545454545456,-119.54545454545456,-119.54545454545456,-119.54545454545456
0,5,66,7,18,7,70.0,34.24242424242424,40.90909090909091,34.24242424242424,5,5,5,5,-64.3939393939394,-64.3939393939394,-64.3939393939394,-64.3939393939394
7,3,41,1,59,78,54.848484848484844,30.606060606060606,65.75757575757575,77.27272727272728,5,5,5,5,-113.48484848484847,-113.48484848484847,-113.48484848484847,-113.48484848484847
9,2,38,85,70,94,53.03030303030303,81.51515151515152,72.42424242424242,86.96969696969697,5,5,5,5,-178.939393939394,-178.939393939394,-178.93939393939388,-178.93939393939394
10,1,40,40,46,93,54.24242424242424,54.24242424242424,57.878787878787875,86.36363636363637,5,5,5,5,-137.72727272727275,-137.72727272727275,-137.72727272727275,-137.72727272727275
11,7,74,54,70,19,74.84848484848484,62.72727272727273,72.42424242424242,41.515151515151516,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
12,3,23,15,25,52,43.93939393939394,39.09090909090909,45.151515151515156,61.515151515151516,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696972
11,3,59,92,39,11,65.75757575757575,85.75757575757575,53.63636363636364,36.666666666666664,5,5,5,5,-126.81818181818178,-126.81818181818178,-126.81818181818178,-126.81818181818181
13,2,45,61,4,48,57.27272727272727,66.96969696969697,32.42424242424242,59.09090909090909,5,5,5,5,-100.75757575757578,-100.75757575757578,-100.75757575757575,-100.75757575757575
1,5,18,47,20,16,40.90909090909091,58.484848484848484,42.121212121212125,39.696969696969695,5,5,5,5,-66.21212121212119,-66.21212121212119,-66.21212121212119,-66.21212121212119
18,4,67,29,77,63,70.60606060606061,47.57575757575758,76.66666666666666,68.18181818181819,5,5,5,5,-148.030303030303,-148.030303030303,-148.030303030303,-148.030303030303
17,4,89,11,3,41,83.93939393939394,36.666666666666664,31.81818181818182,54.848484848484844,5,5,5,5,-92.27272727272725,-92.27272727272725,-92.27272727272725,-92.27272727272725
2,3,41,34,22,93,54.848484848484844,50.60606060606061,43.33333333333333,86.36363636363637,5,5,5,5,-120.15151515151516,-120.15151515151516,-120.15151515151516,-120.15151515151513
22,6,31,10,83,28,48.78787878787879,36.06060606060606,80.3030303030303,46.96969696969697,5,5,5,5,-97.1212121212121,-97.1212121212121,-97.12121212121212,-97.12121212121212
16,6,38,63,14,18,53.03030303030303,68.18181818181819,38.484848484848484,40.90909090909091,5,5,5,5,-85.6060606060606,-85.6060606060606,-85.6060606060606,-85.60606060606062
7,2,35,49,92,10,51.21212121212121,59.6969696969697,85.75757575757575,36.06060606060606,5,5,5,5,-117.72727272727272,-117.72727272727272,-117.72727272727275,-117.72727272727275
9,4,96,84,7,97,88.18181818181819,80.9090909090909,34.24242424242424,88.78787878787878,5,5,5,5,-177.12121212121212,-177.12121212121212,-177.12121212121212,-177.12121212121212
1,3,35,20,40,49,51.21212121212121,42.121212121212125,54.24242424242424,59.6969696969697,5,5,5,5,-92.27272727272731,-92.27272727272731,-92.27272727272725,-92.27272727272728
18,5,2,68,18,70,31.21212121212121,71.21212121212122,40.90909090909091,72.42424242424242,5,5,5,5,-100.75757575757575,-100.75757575757575,-100.75757575757575,-100.75757575757575
8,4,72,47,45,57,73.63636363636364,58.484848484848484,57.27272727272727,64.54545454545455,5,5,5,5,-138.93939393939394,-138.93939393939394,-138.93939393939394,-138.93939393939394
6,3,7,19,27,33,34.24242424242424,41.515151515151516,46.36363636363636,50.0,5,5,5,5,-57.121212121212125,-57.121212121212125,-57.121212121212125,-57.121212121212125
3,3,96,66,90,19,88.18181818181819,70.0,84.54545454545455,41.515151515151516,5,5,5,5,-169.24242424242425,-169.24242424242425,-169.24242424242425,-169.24242424242425
20,1,69,43,67,49,71.81818181818181,56.06060606060606,70.60606060606061,59.6969696969697,5,5,5,5,-143.1818181818182,-143.1818181818182,-143.1818181818182,-143.1818181818182
17,5,40,32,14,87,54.24242424242424,49.39393939393939,38.484848484848484,82.72727272727272,5,5,5,5,-109.84848484848484,-109.84848484848484,-109.84848484848484,-109.84848484848487
12,1,67,72,98,9,70.60606060606061,73.63636363636364,89.3939393939394,35.45454545454545,5,5,5,5,-154.09090909090912,-154.09090909090912,-154.09090909090907,-154.09090909090912
10,2,12,60,36,31,37.27272727272727,66.36363636363637,51.81818181818182,48.78787878787879,5,5,5,5,-89.24242424242425,-89.24242424242425,-89.24242424242425,-89.24242424242425
23,1,48,8,0,51,59.09090909090909,34.84848484848485,30.0,60.90909090909091,5,5,5,5,-69.84848484848484,-69.84848484848484,-69.84848484848484,-69.84848484848484
3,7,59,67,66,14,65.75757575757575,70.60606060606061,70.0,38.484848484848484,5,5,5,5,-129.84848484848487,-129.84848484848487,-129.84848484848487,-129.84848484848484
20,1,1,34,23,83,30.606060606060606,50.60606060606061,43.93939393939394,80.3030303030303,5,5,5,5,-90.45454545454544,-90.45454545454544,-90.45454545454544,-90.45454545454544
3,7,59,80,26,2,65.75757575757575,78.48484848484848,45.75757575757576,31.21212121212121,5,5,5,5,-106.21212121212122,-106.21212121212122,-106.21212121212122,-106.21212121212119
9,4,4,97,39,36,32.42424242424242,88.78787878787878,53.63636363636364,51.81818181818182,5,5,5,5,-111.66666666666666,-111.66666666666666,-111.66666666666666,-111.66666666666669
4,6,43,87,62,39,56.06060606060606,82.72727272727272,67.57575757575758,53.63636363636364,5,5,5,5,-145.0,-145.0,-145.0,-145.0
8,3,26,95,60,71,45.75757575757576,87.57575757575756,66.36363636363637,73.03030303030303,5,5,5,5,-157.72727272727275,-157.72727272727275,-157.72727272727275,-157.72727272727275
23,7,31,64,35,39,48.78787878787879,68.78787878787878,51.21212121212121,53.63636363636364,5,5,5,5,-107.42424242424244,-107.42424242424244,-107.42424242424244,-107.42424242424244
2,5,20,7,97,55,42.121212121212125,34.24242424242424,88.78787878787878,63.333333333333336,5,5,5,5,-113.4848484848485,-113.4848484848485,-113.4848484848485,-113.4848484848485
16,1,7,44,92,22,34.24242424242424,56.666666666666664,85.75757575757575,43.33333333333333,5,5,5,5,-105.0,-105.0,-105.0,-104.99999999999997
2,7,71,86,23,10,73.03030303030303,82.12121212121212,43.93939393939394,36.06060606060606,5,5,5,5,-120.15151515151516,-120.15151515151516,-120.15151515151516,-120.15151515151516
15,5,49,46,23,63,59.6969696969697,57.878787878787875,43.93939393939394,68.18181818181819,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696969
3,6,66,39,3,7,70.0,53.63636363636364,31.81818181818182,34.24242424242424,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696969
17,6,43,75,66,92,56.06060606060606,75.45454545454545,70.0,85.75757575757575,5,5,5,5,-172.27272727272725,-172.27272727272725,-172.27272727272725,-172.27272727272725
16,1,57,53,33,93,64.54545454545455,62.121212121212125,50.0,86.36363636363637,5,5,5,5,-148.03030303030306,-148.03030303030306,-148.03030303030306,-148.03030303030306
6,2,2,75,56,55,31.21212121212121,75.45454545454545,63.93939393939394,63.333333333333336,5,5,5,5,-118.93939393939394,-118.93939393939394,-118.93939393939397,-118.93939393939394
23,1,85,45,48,59,81.51515151515152,57.27272727272727,59.09090909090909,65.75757575757575,5,5,5,5,-148.63636363636363,-148.63636363636363,-148.63636363636363,-148.63636363636363
22,4,69,46,86,9,71.81818181818181,57.878787878787875,82.12121212121212,35.45454545454545,5,5,5,5,-132.27272727272725,-132.27272727272725,-132.27272727272725,-132.27272727272725
4,7,1,14,52,38,30.606060606060606,38.484848484848484,61.515151515151516,53.03030303030303,5,5,5,5,-68.63636363636365,-68.63636363636365,-68.63636363636365,-68.63636363636363
11,3,86,18,22,27,82.12121212121212,40.90909090909091,43.33333333333333,46.36363636363636,5,5,5,5,-97.72727272727275,-97.72727272727275,-97.72727272727269,-97.72727272727275
16,2,43,25,68,48,56.06060606060606,45.151515151515156,71.21212121212122,59.09090909090909,5,5,5,5,-116.51515151515153,-116.51515151515153,-116.51515151515153,-116.51515151515153
22,1,1,51,94,35,30.606060606060606,60.90909090909091,86.96969696969697,51.21212121212121,5,5,5,5,-114.69696969696972,-114.69696969696972,-114.69696969696972,-114.69696969696969
12,5,80,92,52,12,78.48484848484848,85.75757575757575,61.515151515151516,37.27272727272727,5,5,5,5,-148.030303030303,-148.030303030303,-148.030303030303,-148.030303030303
22,2,34,21,61,95,50.60606060606061,42.72727272727273,66.96969696969697,87.57575757575756,5,5,5,5,-132.87878787878788,-132.87878787878788,-132.87878787878788,-132.87878787878788
2,7,97,20,40,35,88.78787878787878,42.121212121212125,54.24242424242424,51.21212121212121,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.36363636363637,-121.36363636363637
8,2,86,50,56,25,82.12121212121212,60.303030303030305,63.93939393939394,45.151515151515156,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
16,7,29,37,59,85,47.57575757575758,52.42424242424242,65.75757575757575,81.51515151515152,5,5,5,5,-132.27272727272725,-132.27272727272725,-132.27272727272725,-132.27272727272725
16,1,7,19,53,3,34.24242424242424,41.515151515151516,62.121212121212125,31.81818181818182,5,5,5,5,-54.69696969696969,-54.69696969696969,-54.69696969696969,-54.69696969696969
19,7,21,28,69,94,42.72727272727273,46.96969696969697,71.81818181818181,86.96969696969697,5,5,5,5,-133.48484848484847,-133.48484848484847,-133.48484848484847,-133.48484848484847
15,2,43,50,56,81,56.06060606060606,60.303030303030305,63.93939393939394,79.0909090909091,5,5,5,5,-144.39393939393938,-144.39393939393938,-144.39393939393938,-144.39393939393938
21,5,57,3,9,63,64.54545454545455,31.81818181818182,35.45454545454545,68.18181818181819,5,5,5,5,-85.0,-85.0,-85.0,-85.0
12,6,35,54,39,37,51.21212121212121,62.72727272727273,53.63636363636364,52.42424242424242,5,5,5,5,-105.0,-105.0,-105.0,-105.0
18,2,68,70,6,87,71.21212121212122,72.42424242424242,33.63636363636364,82.72727272727272,5,5,5,5,-145.0,-145.0,-145.0,-145.0
16,7,76,91,37,86,76.06060606060606,85.15151515151516,52.42424242424242,82.12121212121212,5,5,5,5,-180.75757575757575,-180.75757575757575,-180.75757575757575,-180.75757575757575
3,6,92,27,84,21,85.75757575757575,46.36363636363636,80.9090909090909,42.72727272727273,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
11,7,30,3,60,1,48.18181818181819,31.81818181818182,66.36363636363637,30.606060606060606,5,5,5,5,-61.96969696969697,-61.96969696969697,-61.96969696969697,-61.969696969697
8,5,46,21,83,30,57.878787878787875,42.72727272727273,80.3030303030303,48.18181818181819,5,5,5,5,-114.09090909090907,-114.09090909090907,-114.0909090909091,-114.09090909090907
18,7,54,75,2,10,62.72727272727273,75.45454545454545,31.21212121212121,36.06060606060606,5,5,5,5,-90.45454545454547,-90.45454545454547,-90.45454545454544,-90.45454545454547
11,1,79,44,50,91,77.87878787878788,56.666666666666664,60.303030303030305,85.15151515151516,5,5,5,5,-165.0,-165.0,-165.0,-165.0
8,3,61,66,85,45,66.96969696969697,70.0,81.51515151515152,57.27272727272727,5,5,5,5,-160.75757575757575,-160.75757575757575,-160.75757575757575,-160.75757575757575
6,2,29,85,46,95,47.57575757575758,81.51515151515152,57.878787878787875,87.57575757575756,5,5,5,5,-159.5454545454545,-159.5454545454545,-159.5454545454545,-159.5454545454545
13,3,54,65,67,61,62.72727272727273,69.39393939393939,70.60606060606061,66.96969696969697,5,5,5,5,-154.69696969696975,-154.69696969696975,-154.69696969696975,-154.6969696969697
19,7,15,87,91,68,39.09090909090909,82.72727272727272,85.15151515151516,71.21212121212122,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.1818181818182,-163.1818181818182
18,5,11,33,75,63,36.666666666666664,50.0,75.45454545454545,68.18181818181819,5,5,5,5,-115.30303030303031,-115.30303030303031,-115.30303030303031,-115.30303030303031
14,2,16,90,37,9,39.696969696969695,84.54545454545455,52.42424242424242,35.45454545454545,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121212
15,7,15,54,35,39,39.09090909090909,62.72727272727273,51.21212121212121,53.63636363636364,5,5,5,5,-91.66666666666669,-91.66666666666669,-91.66666666666669,-91.66666666666669
20,6,11,0,40,23,36.666666666666664,30.0,54.24242424242424,43.93939393939394,5,5,5,5,-49.848484848484844,-49.848484848484844,-49.848484848484844,-49.848484848484844
4,4,7,71,68,98,34.24242424242424,73.03030303030303,71.21212121212122,89.3939393939394,5,5,5,5,-152.87878787878788,-152.87878787878788,-152.87878787878788,-152.87878787878788
2,7,83,86,12,43,80.3030303030303,82.12121212121212,37.27272727272727,56.06060606060606,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
11,3,2,37,86,59,31.21212121212121,52.42424242424242,82.12121212121212,65.75757575757575,5,5,5,5,-116.5151515151515,-116.5151515151515,-116.5151515151515,-116.5151515151515
19,2,15,5,57,61,39.09090909090909,33.03030303030303,64.54545454545455,66.96969696969697,5,5,5,5,-88.63636363636365,-88.63636363636365,-88.63636363636365,-88.63636363636363
20,3,29,85,49,86,47.57575757575758,81.51515151515152,59.6969696969697,82.12121212121212,5,5,5,5,-155.90909090909093,-155.90909090909093,-155.90909090909093,-155.90909090909088
3,2,22,24,29,16,43.33333333333333,44.54545454545455,47.57575757575758,39.696969696969695,5,5,5,5,-60.15151515151513,-60.15151515151513,-60.15151515151513,-60.15151515151513
20,7,91,81,61,64,85.15151515151516,79.0909090909091,66.96969696969697,68.78787878787878,5,5,5,5,-185.0,-185.0,-185.0,-185.0
22,1,4,16,24,94,32.42424242424242,39.696969696969695,44.54545454545455,86.96969696969697,5,5,5,5,-88.63636363636363,-88.63636363636363,-88.63636363636363,-88.63636363636363
15,6,83,60,26,94,80.3030303030303,66.36363636363637,45.75757575757576,86.96969696969697,5,5,5,5,-164.39393939393938,-164.39393939393938,-164.39393939393938,-164.39393939393938
6,7,64,11,50,56,68.78787878787878,36.666666666666664,60.303030303030305,63.93939393939394,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696969
12,3,29,5,77,54,47.57575757575758,33.03030303030303,76.66666666666666,62.72727272727273,5,5,5,5,-104.99999999999997,-104.99999999999997,-105.0,-104.99999999999997
20,4,20,89,56,52,42.121212121212125,83.93939393939394,63.93939393939394,61.515151515151516,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
9,4,83,26,46,55,80.3030303030303,45.75757575757576,57.878787878787875,63.333333333333336,5,5,5,5,-132.27272727272728,-132.27272727272728,-132.27272727272728,-132.27272727272725
6,5,69,7,99,97,71.81818181818181,34.24242424242424,90.0,88.78787878787878,5,5,5,5,-169.84848484848487,-169.84848484848487,-169.84848484848487,-169.84848484848487
13,2,21,82,38,8,42.72727272727273,79.69696969696969,53.03030303030303,34.84848484848485,5,5,5,5,-95.30303030303028,-95.30303030303028,-95.30303030303028,-95.30303030303028
4,3,81,64,15,21,79.0909090909091,68.78787878787878,39.09090909090909,42.72727272727273,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696969
2,5,71,56,21,12,73.03030303030303,63.93939393939394,42.72727272727273,37.27272727272727,5,5,5,5,-101.96969696969697,-101.96969696969697,-101.96969696969697,-101.96969696969697
22,3,31,92,84,88,48.78787878787879,85.75757575757575,80.9090909090909,83.33333333333333,5,5,5,5,-183.78787878787875,-183.78787878787875,-183.78787878787875,-183.78787878787875
10,2,32,98,53,47,49.39393939393939,89.3939393939394,62.121212121212125,58.484848484848484,5,5,5,5,-144.39393939393943,-144.39393939393943,-144.39393939393943,-144.39393939393938
10,7,15,39,20,17,39.09090909090909,53.63636363636364,42.121212121212125,40.303030303030305,5,5,5,5,-60.151515151515184,-60.151515151515184,-60.151515151515184,-60.151515151515184
17,7,75,13,71,75,75.45454545454545,37.87878787878788,73.03030303030303,75.45454545454545,5,5,5,5,-146.8181818181818,-146.8181818181818,-146.8181818181818,-146.8181818181818
14,4,37,34,15,39,52.42424242424242,50.60606060606061,39.09090909090909,53.63636363636364,5,5,5,5,-80.75757575757575,-80.75757575757575,-80.75757575757575,-80.75757575757578
11,7,97,47,58,16,88.78787878787878,58.484848484848484,65.15151515151516,39.696969696969695,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121212
8,7,13,83,30,14,37.87878787878788,80.3030303030303,48.18181818181819,38.484848484848484,5,5,5,5,-89.84848484848487,-89.84848484848487,-89.84848484848487,-89.84848484848487
9,1,35,55,41,14,51.21212121212121,63.333333333333336,54.848484848484844,38.484848484848484,5,5,5,5,-92.87878787878788,-92.87878787878788,-92.87878787878788,-92.87878787878788
11,4,96,48,73,78,88.18181818181819,59.09090909090909,74.24242424242425,77.27272727272728,5,5,5,5,-183.7878787878788,-183.7878787878788,-183.7878787878788,-183.7878787878788
16,5,22,12,31,62,43.33333333333333,37.27272727272727,48.78787878787879,67.57575757575758,5,5,5,5,-81.96969696969694,-81.96969696969694,-81.969696969697,-81.96969696969697
5,6,65,60,58,38,69.39393939393939,66.36363636363637,65.15151515151516,53.03030303030303,5,5,5,5,-138.93939393939394,-138.93939393939394,-138.939393939394,-138.939393939394
6,1,84,48,33,12,80.9090909090909,59.09090909090909,50.0,37.27272727272727,5,5,5,5,-112.27272727272728,-112.27272727272728,-112.27272727272728,-112.27272727272728
13,5,1,45,8,80,30.606060606060606,57.27272727272727,34.84848484848485,78.48484848484848,5,5,5,5,-86.21212121212119,-86.21212121212119,-86.21212121212119,-86.21212121212122
12,2,90,61,80,31,84.54545454545455,66.96969696969697,78.48484848484848,48.78787878787879,5,5,5,5,-163.7878787878788,-163.7878787878788,-163.7878787878788,-163.7878787878788
7,1,72,7,10,8,73.63636363636364,34.24242424242424,36.06060606060606,34.84848484848485,5,5,5,5,-63.78787878787878,-63.78787878787878,-63.78787878787878,-63.78787878787881
9,5,64,42,95,39,68.78787878787878,55.45454545454545,87.57575757575756,53.63636363636364,5,5,5,5,-150.45454545454544,-150.45454545454544,-150.45454545454544,-150.45454545454544
8,2,74,19,9,19,74.84848484848484,41.515151515151516,35.45454545454545,41.515151515151516,5,5,5,5,-78.33333333333331,-78.33333333333331,-78.33333333333331,-78.33333333333331
17,4,66,96,85,89,70.0,88.18181818181819,81.51515151515152,83.93939393939394,5,5,5,5,-208.63636363636363,-208.63636363636363,-208.63636363636363,-208.63636363636363
1,6,51,89,16,90,60.90909090909091,83.93939393939394,39.696969696969695,84.54545454545455,5,5,5,5,-154.09090909090907,-154.09090909090907,-154.09090909090907,-154.09090909090907
4,2,61,38,67,84,66.96969696969697,53.03030303030303,70.60606060606061,80.9090909090909,5,5,5,5,-156.5151515151515,-156.5151515151515,-156.5151515151515,-156.5151515151515
4,7,22,84,47,81,43.33333333333333,80.9090909090909,58.484848484848484,79.0909090909091,5,5,5,5,-146.81818181818187,-146.81818181818187,-146.8181818181818,-146.8181818181818
5,3,25,48,51,76,45.151515151515156,59.09090909090909,60.90909090909091,76.06060606060606,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212122
18,2,67,63,24,79,70.60606060606061,68.18181818181819,44.54545454545455,77.87878787878788,5,5,5,5,-146.21212121212125,-146.21212121212125,-146.21212121212125,-146.21212121212125
7,2,81,61,20,72,79.0909090909091,66.96969696969697,42.121212121212125,73.63636363636364,5,5,5,5,-146.8181818181818,-146.8181818181818,-146.8181818181818,-146.81818181818187
15,6,54,53,64,62,62.72727272727273,62.121212121212125,68.78787878787878,67.57575757575758,5,5,5,5,-146.2121212121212,-146.2121212121212,-146.2121212121212,-146.21212121212125
12,3,5,8,62,75,33.03030303030303,34.84848484848485,67.57575757575758,75.45454545454545,5,5,5,5,-95.90909090909088,-95.90909090909088,-95.90909090909093,-95.90909090909093
0,7,34,87,88,43,50.60606060606061,82.72727272727272,83.33333333333333,56.06060606060606,5,5,5,5,-157.7272727272727,-157.7272727272727,-157.72727272727275,-157.7272727272727
21,5,21,36,50,37,42.72727272727273,51.81818181818182,60.303030303030305,52.42424242424242,5,5,5,5,-92.27272727272725,-92.27272727272725,-92.27272727272725,-92.27272727272728
19,5,42,48,35,82,55.45454545454545,59.09090909090909,51.21212121212121,79.69696969696969,5,5,5,5,-130.45454545454544,-130.45454545454544,-130.45454545454544,-130.45454545454544
16,2,14,40,80,59,38.484848484848484,54.24242424242424,78.48484848484848,65.75757575757575,5,5,5,5,-121.96969696969694,-121.96969696969694,-121.96969696969697,-121.96969696969694
6,3,85,16,87,70,81.51515151515152,39.696969696969695,82.72727272727272,72.42424242424242,5,5,5,5,-161.36363636363637,-161.36363636363637,-161.36363636363637,-161.36363636363637
12,3,59,87,65,98,65.75757575757575,82.72727272727272,69.39393939393939,89.3939393939394,5,5,5,5,-192.27272727272725,-192.27272727272725,-192.27272727272725,-192.27272727272725
